Time,40K plat,4K cyl,40K shield,ivc
1724406749.5380743,298.4107,299.9205,299.3362,299.7452
1724406751.3673139,298.4117,299.9207,299.3354,299.7451
1724406753.1973047,298.4108,299.9205,299.3355,299.7445
1724406755.0298874,298.4113,299.9201,299.3357,299.7456
1724406756.8600888,298.4114,299.9195,299.3365,299.7443
1724406758.6912458,298.4127,299.9214,299.3358,299.7452
1724406760.5238254,298.4117,299.9219,299.3363,299.7454
1724406762.3571413,298.4119,299.9226,299.336,299.7444
1724406764.185057,298.4111,299.9213,299.3361,299.7453
1724406766.0189576,298.4123,299.9201,299.3362,299.7454
1724406767.8532345,298.4115,299.922,299.3361,299.7446
1724406769.6913178,298.4112,299.9214,299.3356,299.7446
1724406771.5282474,298.4109,299.9213,299.3358,299.7445
1724406773.3659868,298.4102,299.9209,299.336,299.7452
1724406775.197926,298.4118,299.9212,299.3364,299.7454
1724406777.02886,298.4121,299.9232,299.3355,299.7449
1724406778.8599272,298.4114,299.9214,299.3362,299.7452
1724406780.6988895,298.4127,299.9214,299.3362,299.7453
1724406782.5337656,298.4112,299.9219,299.3357,299.7451
1724406784.3626707,298.4118,299.9235,299.3356,299.7453
1724406786.192965,298.4116,299.9221,299.337,299.7458
1724406788.026715,298.4114,299.9217,299.3358,299.7449
1724406789.8531415,298.4117,299.9226,299.3363,299.745
1724406791.6727877,298.4117,299.9212,299.3362,299.7455
1724406793.4980483,298.4127,299.9201,299.3367,299.7452
1724406795.3348966,298.4127,299.922,299.336,299.7456
1724406797.1660318,298.4115,299.9217,299.3364,299.745
1724406798.9999259,298.4121,299.9223,299.336,299.746
1724406800.82829,298.4114,299.9217,299.3355,299.7451
1724406802.6630466,298.4118,299.9221,299.3362,299.7458
1724406804.4997578,298.4113,299.9207,299.3367,299.745
1724406806.3237596,298.4105,299.9212,299.3353,299.7453
1724406808.1593745,298.4116,299.9223,299.3367,299.7456
1724406809.9887786,298.4122,299.9213,299.3367,299.7454
1724406811.8321633,298.4107,299.9217,299.3367,299.7456
1724406813.6603787,298.4117,299.9211,299.3364,299.7452
1724406815.4892342,298.4124,299.9219,299.3363,299.7449
1724406817.315041,298.412,299.922,299.3358,299.7457
1724406819.1468997,298.4116,299.9199,299.3357,299.7453
1724406820.98359,298.4134,299.9221,299.3358,299.7452
1724406822.8153224,298.4121,299.923,299.3361,299.7452
1724406824.6487434,298.4112,299.9216,299.3361,299.7456
1724406826.4777052,298.4129,299.922,299.3367,299.7452
1724406828.3141131,298.4117,299.922,299.3367,299.746
1724406830.1411262,298.4119,299.9218,299.337,299.7456
1724406831.9631906,298.4127,299.9223,299.3364,299.7457
1724406833.794482,298.4119,299.9233,299.3364,299.7452
1724406835.6200624,298.4129,299.9213,299.3368,299.7456
1724406837.451822,298.4107,299.9199,299.3359,299.7453
1724406839.2805445,298.4104,299.9223,299.3358,299.7453
1724406841.1136994,298.4116,299.9208,299.3372,299.7458
1724406842.9465635,298.4128,299.9211,299.337,299.7458
1724406844.7759554,298.409,299.9218,299.3366,299.746
1724406846.608665,298.4117,299.9218,299.3363,299.7452
1724406848.4294114,298.412,299.9228,299.3366,299.7456
1724406850.2590594,298.4107,299.9212,299.336,299.7451
1724406852.09681,298.4122,299.9216,299.3364,299.7456
1724406853.9319375,298.4113,299.9217,299.3365,299.7453
1724406855.7609022,298.4127,299.9235,299.3358,299.7455
1724406857.5959527,298.412,299.9226,299.3363,299.746
1724406859.4265754,298.4112,299.9229,299.3365,299.7458
1724406861.262657,298.4132,299.9241,299.3356,299.7449
1724406863.0970469,298.4119,299.9224,299.3356,299.7453
1724406864.9299247,298.4119,299.9219,299.3367,299.7451
1724406866.7637446,298.4118,299.9223,299.3368,299.7459
1724406868.5991063,298.4104,299.9229,299.3363,299.745
1724406870.4348881,298.411,299.9235,299.3365,299.7457
1724406872.2512248,298.4124,299.9226,299.3366,299.7453
1724406874.0750105,298.4132,299.9226,299.3366,299.7454
1724406875.9048166,298.4133,299.9217,299.3358,299.746
1724406877.7388713,298.4125,299.9229,299.3363,299.746
1724406879.5775437,298.4124,299.9229,299.336,299.7456
1724406881.4098494,298.4128,299.9228,299.3368,299.7457
1724406883.232714,298.4118,299.9205,299.3364,299.7453
1724406885.0615232,298.4134,299.9236,299.336,299.7456
1724406886.893824,298.4122,299.9206,299.3369,299.7455
1724406888.724669,298.4117,299.9218,299.3372,299.7457
1724406890.5525262,298.4111,299.9208,299.3364,299.7457
1724406892.3896382,298.4112,299.9235,299.3366,299.7458
1724406894.2188656,298.4125,299.9231,299.3364,299.7453
1724406896.041998,298.4118,299.9216,299.3366,299.7457
1724406897.8679936,298.4121,299.922,299.3368,299.7464
1724406899.7018924,298.4125,299.9228,299.3374,299.7463
1724406901.5232558,298.4111,299.9221,299.3368,299.746
1724406903.3592012,298.4122,299.9207,299.3366,299.7454
1724406905.1891482,298.4131,299.923,299.3372,299.7465
1724406907.0176396,298.4108,299.9224,299.3366,299.7459
1724406908.8529587,298.4108,299.9233,299.3363,299.746
1724406910.6875095,298.4119,299.9217,299.3355,299.7452
1724406912.5236106,298.413,299.9229,299.3363,299.7451
1724406914.3516533,298.4129,299.9218,299.3366,299.7453
1724406916.18777,298.4124,299.923,299.3362,299.7457
1724406918.0264862,298.4125,299.9208,299.3366,299.7459
1724406919.8670228,298.4124,299.9223,299.3362,299.746
1724406921.6981514,298.414,299.9223,299.3371,299.7459
1724406923.5444093,298.4106,299.9217,299.3368,299.746
1724406925.35854,298.413,299.9219,299.3366,299.7452
1724406927.1921873,298.4122,299.9232,299.337,299.7462
1724406929.0146236,298.4117,299.9233,299.3364,299.746
1724406930.8494728,298.4131,299.9233,299.3358,299.7453
1724406932.683977,298.4129,299.9235,299.337,299.7461
1724406934.5134423,298.4116,299.9216,299.3368,299.746
1724406936.3465734,298.4124,299.9221,299.3372,299.7461
1724406938.1810226,298.4127,299.9232,299.3368,299.7459
1724406940.012609,298.4119,299.9229,299.3365,299.7468
1724406941.836703,298.412,299.9217,299.3367,299.7466
1724406943.6722696,298.4127,299.923,299.3378,299.7464
1724406945.502077,298.4129,299.9223,299.3368,299.7459
1724406947.322834,298.4129,299.9235,299.337,299.746
1724406949.1595938,298.4128,299.9213,299.3373,299.7465
1724406950.9918437,298.4115,299.9207,299.3374,299.7461
1724406952.8242443,298.4125,299.9214,299.337,299.7455
1724406954.6582398,298.4129,299.9213,299.3371,299.7466
1724406956.4942336,298.4125,299.9237,299.3373,299.7463
1724406958.3195708,298.4118,299.9235,299.3368,299.7462
1724406960.1433961,298.4125,299.922,299.3371,299.747
1724406961.9734614,298.4124,299.9214,299.3374,299.7458
1724406963.8052318,298.4122,299.9223,299.337,299.7459
1724406965.64021,298.4115,299.9236,299.337,299.7458
1724406967.466919,298.4127,299.9225,299.3364,299.7466
1724406969.2962246,298.413,299.9222,299.3376,299.7458
1724406971.1317606,298.4127,299.922,299.3374,299.746
1724406972.9663897,298.4118,299.9214,299.3368,299.7468
1724406974.7955477,298.413,299.9223,299.3369,299.7465
1724406976.6301985,298.4124,299.9234,299.3369,299.7461
1724406978.4678419,298.412,299.9229,299.3375,299.7466
1724406980.290503,298.4129,299.9234,299.3368,299.7463
1724406982.1219757,298.4118,299.9227,299.3374,299.7456
1724406983.955728,298.4134,299.923,299.3374,299.7456
1724406985.7904024,298.4123,299.9223,299.3368,299.7462
1724406987.6333926,298.4114,299.9219,299.337,299.7463
1724406989.4576185,298.4138,299.9228,299.3367,299.7463
1724406991.2964935,298.4139,299.923,299.3375,299.746
1724406993.131626,298.4129,299.9211,299.3376,299.7467
1724406994.964427,298.4135,299.9212,299.338,299.7466
1724406996.7871962,298.4127,299.9226,299.3371,299.7461
1724406998.6191678,298.4122,299.9218,299.3374,299.7465
1724407000.454353,298.4138,299.9226,299.3368,299.7463
1724407002.2887847,298.4135,299.9219,299.3368,299.7468
1724407004.122677,298.4129,299.9236,299.3368,299.7465
1724407005.9560046,298.4131,299.9233,299.3367,299.7465
1724407007.7889473,298.4127,299.9229,299.337,299.746
1724407009.6184094,298.4111,299.9219,299.337,299.746
1724407011.4451747,298.4133,299.9226,299.3377,299.7466
1724407013.2754095,298.412,299.9224,299.3372,299.7468
1724407015.104295,298.4131,299.9224,299.3372,299.7469
1724407016.9381518,298.4125,299.9221,299.3372,299.7452
1724407018.7649891,298.4137,299.9233,299.337,299.7461
1724407020.5993047,298.4137,299.9229,299.3367,299.7463
1724407022.414298,298.4124,299.9233,299.3374,299.7465
1724407024.2478104,298.4116,299.9221,299.3372,299.7463
1724407026.0940516,298.4138,299.9238,299.3365,299.747
1724407027.9122245,298.4122,299.9222,299.337,299.7457
1724407029.743646,298.4137,299.9227,299.337,299.7464
1724407031.5724177,298.4141,299.9233,299.3379,299.7468
1724407033.4005787,298.4117,299.9208,299.3367,299.7465
1724407035.2140918,298.4122,299.9231,299.3375,299.746
1724407037.0496476,298.4122,299.9217,299.3378,299.7462
1724407038.8843544,298.4137,299.9232,299.3376,299.746
1724407040.7200327,298.4121,299.9221,299.3374,299.7461
1724407042.550721,298.4138,299.9235,299.337,299.7468
1724407044.3862076,298.4124,299.9221,299.3374,299.7462
1724407046.2106154,298.4123,299.922,299.3374,299.7455
1724407048.0447984,298.4131,299.9234,299.3373,299.7457
1724407049.8830051,298.413,299.9234,299.3373,299.7467
1724407051.7193208,298.4129,299.9241,299.3376,299.7462
1724407053.5457165,298.4119,299.9226,299.3379,299.747
1724407055.3912923,298.4121,299.9239,299.3372,299.7457
1724407057.2244682,298.4135,299.9227,299.3381,299.7464
1724407059.0470524,298.4122,299.9239,299.337,299.7471
1724407060.8852656,298.4128,299.9227,299.3375,299.7467
1724407062.7207422,298.4122,299.9225,299.3375,299.7467
1724407064.5410907,298.4135,299.9228,299.3377,299.7466
1724407066.378071,298.4135,299.9229,299.3369,299.7465
1724407068.2146227,298.4132,299.9222,299.3372,299.747
1724407070.0507498,298.4129,299.9223,299.3376,299.7464
1724407071.880042,298.4133,299.9211,299.337,299.7468
1724407073.701628,298.4112,299.9209,299.3379,299.7472
1724407075.521368,298.4129,299.9218,299.3374,299.7465
1724407077.3514953,298.4127,299.9231,299.3376,299.7463
1724407079.1769948,298.4131,299.9232,299.3374,299.7467
1724407081.0205216,298.4137,299.9237,299.3377,299.7467
1724407082.849833,298.4131,299.9238,299.3365,299.7473
1724407084.6732779,298.4132,299.9228,299.3372,299.747
1724407086.4912255,298.4134,299.9233,299.3375,299.7464
1724407088.3226588,298.4141,299.9228,299.3375,299.747
1724407090.1575305,298.4123,299.9235,299.3376,299.7464
1724407091.981246,298.4145,299.9227,299.3377,299.7469
1724407093.8051786,298.4122,299.9207,299.3377,299.7467
1724407095.6224763,298.4132,299.923,299.337,299.7469
1724407097.4592748,298.4119,299.9226,299.3374,299.7461
1724407099.2955132,298.4135,299.9219,299.3367,299.7458
1724407101.1267786,298.413,299.9226,299.3374,299.746
1724407102.9484098,298.414,299.923,299.3379,299.7468
1724407104.7788625,298.4125,299.9229,299.3372,299.7468
1724407106.6132588,298.4152,299.9237,299.3376,299.7463
1724407108.4508603,298.4128,299.9231,299.3377,299.7468
1724407110.2783277,298.4137,299.9242,299.3372,299.7468
1724407112.1168566,298.4127,299.9232,299.3378,299.7464
1724407113.9569714,298.4148,299.9241,299.3376,299.7468
1724407115.7900198,298.4131,299.9223,299.338,299.747
1724407117.6058514,298.4117,299.923,299.3379,299.7469
1724407119.4414556,298.4138,299.9219,299.3382,299.7467
1724407121.2729065,298.4132,299.9227,299.337,299.7469
1724407123.09179,298.4127,299.9238,299.3382,299.7468
1724407124.9280646,298.4153,299.9233,299.3379,299.7474
1724407126.7587364,298.4137,299.9231,299.3377,299.747
1724407128.5961452,298.4129,299.9222,299.3379,299.7471
1724407130.428948,298.4137,299.9233,299.3377,299.747
1724407132.2653515,298.4138,299.9232,299.3379,299.7474
1724407134.098442,298.4143,299.9243,299.338,299.7468
1724407135.9478703,298.4137,299.9237,299.3374,299.7472
1724407137.7772994,298.4132,299.9221,299.3378,299.7467
1724407139.6096492,298.4122,299.9222,299.3382,299.747
1724407141.4442792,298.412,299.9246,299.338,299.746
1724407143.2714531,298.4136,299.9248,299.3375,299.7465
1724407145.093451,298.4137,299.9241,299.337,299.7467
1724407146.931027,298.4122,299.9227,299.3381,299.7467
1724407148.7489665,298.4126,299.9227,299.338,299.7473
1724407150.5846345,298.4126,299.9241,299.3373,299.7469
1724407152.4193215,298.4131,299.9239,299.3385,299.7474
1724407154.2537813,298.4132,299.9241,299.3382,299.7472
1724407156.0733056,298.4146,299.9217,299.3372,299.7474
1724407157.903938,298.4128,299.923,299.3383,299.747
1724407159.7203298,298.4153,299.9217,299.3378,299.7469
1724407161.5563512,298.4127,299.9218,299.3378,299.7467
1724407163.3941388,298.413,299.9235,299.3379,299.7471
1724407165.2383423,298.4135,299.9244,299.3377,299.7471
1724407167.0726771,298.4136,299.9235,299.3382,299.7467
1724407168.9040782,298.4132,299.9234,299.3377,299.7467
1724407170.7248898,298.4127,299.9243,299.3381,299.7472
1724407172.5558445,298.4136,299.923,299.3384,299.7477
1724407174.3917193,298.414,299.9235,299.3376,299.7469
1724407176.2114081,298.4131,299.9229,299.3375,299.7474
1724407178.0455177,298.4112,299.9229,299.3381,299.7472
1724407179.873757,298.4108,299.9208,299.338,299.7475
1724407181.693952,298.4152,299.9234,299.3368,299.7477
1724407183.5139372,298.4143,299.9232,299.338,299.7469
1724407185.345309,298.414,299.923,299.3385,299.7476
1724407187.1622796,298.4129,299.9242,299.338,299.7478
1724407188.996467,298.4148,299.9241,299.338,299.7474
1724407190.8291163,298.4143,299.9238,299.338,299.7476
1724407192.664775,298.4136,299.9238,299.3376,299.7473
1724407194.4941623,298.4141,299.9238,299.338,299.7474
1724407196.3360944,298.4136,299.9228,299.3383,299.7475
1724407198.1566615,298.4141,299.9223,299.3379,299.7474
1724407199.983651,298.4132,299.9229,299.3376,299.7474
1724407201.8042147,298.4136,299.9243,299.3382,299.7474
1724407203.6387205,298.4134,299.9208,299.338,299.7469
1724407205.4676197,298.415,299.9239,299.3385,299.7477
1724407207.288822,298.4151,299.9246,299.3384,299.7474
1724407209.1204321,298.414,299.9242,299.3387,299.7483
1724407210.9534729,298.4136,299.9244,299.3383,299.7477
1724407212.7861369,298.4143,299.9244,299.3373,299.7481
1724407214.620854,298.4143,299.9235,299.3377,299.7475
1724407216.4615564,298.4149,299.9241,299.338,299.7471
1724407218.2950916,298.4146,299.9241,299.338,299.747
1724407220.1288764,298.4137,299.9233,299.3382,299.7481
1724407221.9647021,298.4124,299.9235,299.3385,299.7474
1724407223.7912817,298.4136,299.9239,299.338,299.7477
1724407225.6295395,298.4144,299.9243,299.3383,299.748
1724407227.4657023,298.4122,299.9229,299.3386,299.7476
1724407229.298297,298.4114,299.9229,299.3382,299.7477
1724407231.1204467,298.4148,299.9248,299.338,299.7469
1724407232.9504168,298.4137,299.9233,299.3379,299.7474
1724407234.786997,298.414,299.9247,299.3386,299.7474
1724407236.6232886,298.4137,299.9232,299.3381,299.7476
1724407238.4577184,298.4152,299.9237,299.3382,299.7476
1724407240.2871366,298.4138,299.9232,299.3389,299.7472
1724407242.1229641,298.4142,299.9229,299.3378,299.7477
1724407243.9506745,298.4113,299.9226,299.3383,299.747
1724407245.7742405,298.4141,299.9234,299.3384,299.7472
1724407247.5932095,298.4148,299.9251,299.338,299.7477
1724407249.4297454,298.414,299.9236,299.3377,299.7476
1724407251.2595494,298.4135,299.9232,299.3377,299.7474
1724407253.0760798,298.4133,299.9243,299.3377,299.7479
1724407254.9065688,298.414,299.9231,299.3379,299.7477
1724407256.7356923,298.4127,299.9216,299.3381,299.7474
1724407258.5691056,298.4143,299.9239,299.3379,299.7481
1724407260.404376,298.4131,299.9242,299.3377,299.748
1724407262.2439606,298.4147,299.923,299.3386,299.7477
1724407264.0699687,298.4141,299.9246,299.3382,299.7474
1724407265.9066288,298.4147,299.9225,299.3382,299.7475
1724407267.7431598,298.4146,299.9223,299.3381,299.7474
1724407269.5643945,298.414,299.9241,299.3382,299.7485
1724407271.393003,298.413,299.9239,299.3376,299.7483
1724407273.2231762,298.4146,299.9242,299.3388,299.748
1724407275.053257,298.4131,299.9242,299.3385,299.7474
1724407276.8841534,298.4144,299.9248,299.338,299.7476
1724407278.7123826,298.4151,299.9245,299.3382,299.7474
1724407280.538687,298.4141,299.924,299.3382,299.7483
1724407282.3738751,298.4135,299.9219,299.3382,299.7477
1724407284.2089572,298.4143,299.923,299.3385,299.7479
1724407286.0420196,298.4132,299.9253,299.3385,299.748
1724407287.8648963,298.4142,299.9241,299.3384,299.7483
1724407289.7040255,298.4142,299.9234,299.3386,299.7477
1724407291.534338,298.4148,299.9245,299.3381,299.7481
1724407293.3693876,298.4144,299.9237,299.3388,299.7476
1724407295.1989083,298.4143,299.9237,299.3383,299.7471
1724407297.0459006,298.4135,299.9237,299.3377,299.7481
1724407298.8683178,298.4146,299.9246,299.3382,299.7477
1724407300.69662,298.4145,299.9219,299.3381,299.7474
1724407302.527817,298.4139,299.9234,299.3381,299.7477
1724407304.344272,298.4141,299.9237,299.3384,299.7477
1724407306.1741078,298.4143,299.9241,299.3388,299.7477
1724407308.0124283,298.4142,299.9236,299.3385,299.7481
1724407309.8569381,298.4138,299.9244,299.3382,299.7478
1724407311.680851,298.4135,299.9249,299.3381,299.7481
1724407313.5261693,298.4135,299.9221,299.3387,299.7482
1724407315.3603182,298.4121,299.9228,299.338,299.7481
1724407317.1847236,298.4153,299.9248,299.3394,299.7478
1724407319.0240998,298.414,299.9248,299.3377,299.7479
1724407320.85742,298.4138,299.9239,299.3385,299.7484
1724407322.6873088,298.4142,299.9248,299.3386,299.748
1724407324.5209157,298.4141,299.9242,299.3386,299.7481
1724407326.3681548,298.4148,299.9242,299.3381,299.7484
1724407328.2064412,298.4124,299.9237,299.3387,299.7478
1724407330.0486407,298.414,299.924,299.3384,299.7478
1724407331.8829572,298.4142,299.9238,299.3384,299.7484
1724407333.711391,298.4146,299.9237,299.3386,299.7478
1724407335.5396595,298.4147,299.9237,299.3379,299.7477
1724407337.3694534,298.4129,299.9226,299.3385,299.748
1724407339.1980433,298.4157,299.9251,299.3388,299.7485
