Time,40K plat,4K cyl,40K shield,ivc
1724405850.3829637,298.4079,299.9184,299.3323,299.7406
1724405852.2145023,298.4085,299.9187,299.3322,299.7408
1724405854.0462713,298.4059,299.9172,299.3321,299.7403
1724405855.8767717,298.4079,299.9181,299.332,299.7403
1724405857.71361,298.4069,299.9185,299.3317,299.7409
1724405859.549503,298.4057,299.9172,299.3328,299.7407
1724405861.3670874,298.4078,299.9189,299.3312,299.7406
1724405863.2001543,298.4064,299.9182,299.332,299.7408
1724405865.0302227,298.4072,299.918,299.3324,299.7404
1724405866.852372,298.4084,299.9181,299.3324,299.7407
1724405868.6837652,298.4078,299.9184,299.3328,299.7404
1724405870.5108342,298.4066,299.9182,299.3322,299.7402
1724405872.326659,298.4069,299.9174,299.3326,299.7402
1724405874.161493,298.4053,299.9183,299.332,299.7405
1724405875.9854338,298.4069,299.9161,299.332,299.7405
1724405877.8175435,298.4074,299.9179,299.3323,299.7406
1724405879.65426,298.407,299.9188,299.3317,299.7408
1724405881.4880261,298.4078,299.9176,299.3322,299.7408
1724405883.320801,298.4079,299.9174,299.332,299.7403
1724405885.1460848,298.4068,299.9184,299.3323,299.7405
1724405886.9764872,298.4067,299.9177,299.3324,299.7404
1724405888.811179,298.4077,299.9181,299.3323,299.7405
1724405890.6463506,298.4064,299.918,299.3323,299.7405
1724405892.4826674,298.4076,299.919,299.3322,299.7412
1724405894.3093545,298.4075,299.9186,299.3323,299.7408
1724405896.1323607,298.4081,299.9168,299.3323,299.7405
1724405897.9516256,298.4078,299.9189,299.3327,299.7406
1724405899.7858462,298.4081,299.9163,299.3316,299.7411
1724405901.635042,298.4077,299.9189,299.3313,299.7409
1724405903.471121,298.4068,299.9189,299.3316,299.7402
1724405905.306144,298.4083,299.9185,299.3319,299.7402
1724405907.1405377,298.4074,299.9184,299.3324,299.7413
1724405908.962216,298.4065,299.919,299.3329,299.7407
1724405910.7968047,298.4064,299.9175,299.3326,299.7409
1724405912.6367831,298.4071,299.9183,299.3327,299.7404
1724405914.4796455,298.4069,299.9176,299.3322,299.7409
1724405916.3129914,298.4081,299.919,299.3326,299.7412
1724405918.130404,298.4069,299.9188,299.3326,299.7408
1724405919.9538903,298.4062,299.9189,299.3322,299.7409
1724405921.7826922,298.4068,299.9183,299.3327,299.7399
1724405923.62246,298.4079,299.9175,299.3318,299.7409
1724405925.4535632,298.4093,299.9197,299.333,299.7407
1724405927.2816513,298.4078,299.9171,299.3326,299.7402
1724405929.11712,298.4075,299.9176,299.3328,299.7414
1724405930.9509487,298.4076,299.9185,299.3322,299.7414
1724405932.7867944,298.4074,299.9178,299.3319,299.741
1724405934.6096554,298.4069,299.9186,299.3325,299.7415
1724405936.4319315,298.4077,299.9163,299.3328,299.7413
1724405938.2572608,298.4071,299.9186,299.3324,299.7409
1724405940.0927775,298.4075,299.9181,299.3321,299.7409
1724405941.9224823,298.4079,299.9183,299.3334,299.7412
1724405943.748656,298.4076,299.9185,299.3327,299.742
1724405945.580048,298.4085,299.9178,299.3326,299.7411
1724405947.4031336,298.4066,299.9168,299.3325,299.7408
1724405949.2350984,298.4054,299.9193,299.3324,299.7408
1724405951.0612113,298.4077,299.9187,299.3329,299.7398
1724405952.9011736,298.4069,299.9184,299.3327,299.7415
1724405954.728782,298.4069,299.9198,299.3328,299.7411
1724405956.5626729,298.4084,299.9195,299.3326,299.7413
1724405958.3865187,298.4078,299.9188,299.3322,299.7411
1724405960.217088,298.4077,299.9187,299.3328,299.7411
1724405962.0304604,298.4079,299.917,299.3323,299.7413
1724405963.8771608,298.4071,299.9176,299.3329,299.7413
1724405965.7122753,298.407,299.918,299.3317,299.7411
1724405967.5465102,298.4071,299.9193,299.3321,299.7416
1724405969.369047,298.4073,299.9177,299.3319,299.7414
1724405971.2036667,298.4064,299.9183,299.3325,299.7413
1724405973.028622,298.4074,299.9181,299.3322,299.7409
1724405974.8598363,298.4077,299.9191,299.3329,299.7413
1724405976.6941724,298.4074,299.9183,299.3326,299.741
1724405978.5246375,298.4089,299.9195,299.3329,299.7406
1724405980.3673754,298.408,299.9194,299.3334,299.7417
1724405982.2003524,298.4075,299.9195,299.3323,299.7416
1724405984.0358412,298.4089,299.9176,299.3329,299.7403
1724405985.8716834,298.4082,299.9185,299.3326,299.7403
1724405987.7032058,298.4075,299.9169,299.3323,299.741
1724405989.5284152,298.408,299.9182,299.333,299.7407
1724405991.3622675,298.4072,299.9185,299.3328,299.7413
1724405993.1915264,298.4088,299.9178,299.3332,299.7412
1724405995.0212965,298.4083,299.9181,299.3324,299.7406
1724405996.8418357,298.407,299.9179,299.3326,299.7413
1724405998.663734,298.4087,299.9192,299.3327,299.7413
1724406000.4946377,298.4071,299.9187,299.333,299.7408
1724406002.3297338,298.4072,299.916,299.3321,299.741
1724406004.155872,298.4077,299.9199,299.3331,299.7412
1724406005.9908876,298.4069,299.9182,299.3326,299.7421
1724406007.8216941,298.4089,299.9181,299.3325,299.7411
1724406009.6538315,298.4075,299.9192,299.3329,299.7413
1724406011.4737194,298.4082,299.919,299.3328,299.7414
1724406013.307796,298.4086,299.9188,299.3332,299.7421
1724406015.1393623,298.4075,299.9189,299.3333,299.7415
1724406016.9711354,298.4076,299.919,299.3332,299.7409
1724406018.8010478,298.4068,299.9188,299.3325,299.7413
1724406020.6349828,298.4084,299.9171,299.3329,299.7409
1724406022.468825,298.4083,299.9164,299.3333,299.7411
1724406024.3139992,298.4078,299.9194,299.3331,299.7415
1724406026.1392593,298.4072,299.9167,299.3328,299.7409
1724406027.9733136,298.4099,299.9189,299.3322,299.7418
1724406029.8110547,298.4084,299.9185,299.3334,299.7413
1724406031.6388319,298.4082,299.9191,299.3333,299.7408
1724406033.4733562,298.4084,299.9181,299.3328,299.7413
1724406035.3038518,298.4088,299.9183,299.3332,299.7411
1724406037.1232998,298.4094,299.9183,299.3323,299.7418
1724406038.955633,298.4081,299.919,299.333,299.7421
1724406040.788638,298.4082,299.9193,299.3332,299.7413
1724406042.6214228,298.4086,299.9189,299.333,299.7418
1724406044.457113,298.4079,299.918,299.3337,299.7414
1724406046.280752,298.4067,299.9172,299.3335,299.742
1724406048.1061099,298.4081,299.9177,299.3334,299.7417
1724406049.9449613,298.4085,299.9192,299.3329,299.7403
1724406051.7784462,298.4074,299.9181,299.3323,299.7421
1724406053.6129549,298.4086,299.9162,299.3329,299.7416
1724406055.4431028,298.4065,299.9172,299.333,299.7417
1724406057.2719092,298.4086,299.9185,299.3335,299.742
1724406059.1008947,298.4089,299.9192,299.3335,299.7419
1724406060.9343781,298.4078,299.9186,299.3332,299.7415
1724406062.7662964,298.4086,299.9192,299.3333,299.7421
1724406064.5981338,298.4083,299.9183,299.3332,299.7416
1724406066.4224281,298.4058,299.9197,299.333,299.7412
1724406068.2603104,298.4078,299.9189,299.333,299.7417
1724406070.09445,298.4083,299.9197,299.3324,299.7423
1724406071.9184446,298.4085,299.9183,299.3325,299.7411
1724406073.765842,298.4062,299.919,299.3332,299.7416
1724406075.5993874,298.4085,299.9179,299.3333,299.7408
1724406077.4241269,298.4075,299.9194,299.3338,299.7413
1724406079.2604053,298.4075,299.9197,299.333,299.7415
1724406081.104343,298.4076,299.9192,299.3338,299.7415
1724406082.928731,298.4081,299.9187,299.3335,299.7408
1724406084.763174,298.4075,299.9192,299.3328,299.7416
1724406086.5948725,298.4071,299.9176,299.333,299.7413
1724406088.429695,298.4082,299.9195,299.3334,299.7419
1724406090.2608886,298.4083,299.9195,299.3335,299.7417
1724406092.0952642,298.4084,299.9181,299.3326,299.7413
1724406093.9257185,298.4084,299.9195,299.3331,299.7417
1724406095.7635067,298.4082,299.9182,299.3334,299.7423
1724406097.6042788,298.4067,299.9192,299.3334,299.742
1724406099.4443922,298.4085,299.9181,299.3328,299.7418
1724406101.2745368,298.4089,299.92,299.3337,299.7423
1724406103.1089528,298.4078,299.9199,299.3326,299.7423
1724406104.9455736,298.4079,299.919,299.3336,299.7423
1724406106.7771344,298.408,299.9195,299.3334,299.7416
1724406108.6098335,298.4083,299.9184,299.3331,299.7423
1724406110.442881,298.407,299.9202,299.3326,299.7421
1724406112.2757485,298.4089,299.9195,299.3328,299.7421
1724406114.1090415,298.4082,299.9183,299.3338,299.7419
1724406115.938852,298.4094,299.9182,299.3328,299.7419
1724406117.7730277,298.4091,299.9191,299.3332,299.7423
1724406119.606541,298.4085,299.9183,299.3334,299.7423
1724406121.4393828,298.4071,299.918,299.3334,299.7422
1724406123.2596362,298.4095,299.9176,299.3334,299.7421
1724406125.0934088,298.4085,299.9181,299.3332,299.7427
1724406126.9268427,298.409,299.919,299.3334,299.7421
1724406128.759441,298.4094,299.921,299.3331,299.7419
1724406130.5902712,298.408,299.919,299.3333,299.7423
1724406132.4189022,298.4095,299.92,299.3339,299.7421
1724406134.2548847,298.4097,299.9195,299.3337,299.7417
1724406136.075758,298.409,299.9195,299.3337,299.7415
1724406137.912861,298.4092,299.9193,299.3335,299.7421
1724406139.7449534,298.4082,299.9189,299.3335,299.7419
1724406141.5758615,298.4084,299.9193,299.3333,299.7423
1724406143.4130476,298.4077,299.9187,299.3334,299.7415
1724406145.2444844,298.4087,299.9178,299.3335,299.7421
1724406147.0913906,298.4083,299.9175,299.3334,299.7424
1724406148.924576,298.4096,299.9182,299.3336,299.7424
1724406150.7595863,298.4059,299.9203,299.3335,299.7417
1724406152.5850585,298.4089,299.9195,299.3336,299.7417
1724406154.415996,298.4082,299.9192,299.3339,299.7417
1724406156.2387414,298.4082,299.919,299.3335,299.7419
1724406158.0770962,298.408,299.9194,299.3339,299.7419
1724406159.9110718,298.41,299.9191,299.3341,299.7427
1724406161.739162,298.4088,299.9197,299.3332,299.7425
1724406163.5689778,298.4084,299.9198,299.3339,299.7421
1724406165.401689,298.4086,299.9189,299.3334,299.7421
1724406167.217953,298.4088,299.9186,299.3339,299.7429
1724406169.0528677,298.4087,299.9179,299.3339,299.7422
1724406170.8750458,298.4085,299.9191,299.333,299.7426
1724406172.7063384,298.4087,299.9182,299.3335,299.7428
1724406174.541557,298.4077,299.919,299.3338,299.7423
1724406176.3689435,298.4071,299.921,299.3335,299.7417
1724406178.1986525,298.4093,299.9194,299.3335,299.7409
1724406180.037202,298.4089,299.9176,299.3333,299.7422
1724406181.8705993,298.4099,299.9199,299.3329,299.7417
1724406183.709871,298.4094,299.9196,299.3337,299.7424
1724406185.552268,298.4091,299.9198,299.3336,299.7423
1724406187.3869452,298.409,299.92,299.334,299.7427
1724406189.2212956,298.4091,299.9201,299.3326,299.7429
1724406191.0409656,298.4082,299.9202,299.3338,299.7425
1724406192.8706517,298.4075,299.9195,299.3333,299.7422
1724406194.6958733,298.4084,299.9184,299.3341,299.742
1724406196.525775,298.4089,299.9178,299.3341,299.7423
1724406198.3567028,298.409,299.9201,299.3341,299.7426
1724406200.1946516,298.4105,299.9205,299.3341,299.7424
1724406202.0230935,298.4075,299.919,299.334,299.7421
1724406203.858619,298.4089,299.9185,299.3335,299.7427
1724406205.691304,298.4089,299.9199,299.3337,299.7424
1724406207.5217488,298.408,299.9194,299.334,299.7421
1724406209.3431213,298.4097,299.9198,299.3341,299.7428
1724406211.1806118,298.4083,299.9189,299.3339,299.7423
1724406213.0149496,298.4098,299.9191,299.3334,299.7423
1724406214.8489037,298.4091,299.9191,299.3339,299.7425
1724406216.6777053,298.4101,299.9199,299.3337,299.7425
1724406218.5071754,298.4075,299.9198,299.3339,299.7426
1724406220.3332214,298.4094,299.9194,299.3341,299.7429
1724406222.1749957,298.4091,299.9202,299.3344,299.7425
1724406224.0107756,298.4083,299.9178,299.3338,299.7421
1724406225.8389392,298.4082,299.9187,299.3342,299.7423
1724406227.6687021,298.409,299.919,299.3335,299.7427
1724406229.4911454,298.4075,299.9187,299.3337,299.7422
1724406231.3254104,298.4086,299.9197,299.3342,299.7427
1724406233.1559055,298.4092,299.9191,299.3331,299.7428
1724406234.9888427,298.4091,299.9187,299.3342,299.7421
1724406236.8210351,298.4092,299.919,299.3333,299.7422
1724406238.643959,298.4098,299.9197,299.3341,299.7425
1724406240.4712827,298.4093,299.9195,299.3339,299.7424
1724406242.3067992,298.4097,299.9201,299.3339,299.7419
1724406244.1501832,298.4089,299.9206,299.3337,299.7424
1724406245.9851613,298.4083,299.9183,299.3337,299.7419
1724406247.8173254,298.4096,299.919,299.334,299.7431
1724406249.6529686,298.4087,299.9201,299.3345,299.7425
1724406251.4732654,298.4075,299.9201,299.3341,299.7419
1724406253.306569,298.4077,299.9186,299.3347,299.743
1724406255.149212,298.4102,299.9196,299.3342,299.7425
1724406256.9790072,298.4097,299.9204,299.3344,299.7432
1724406258.8249748,298.4089,299.9202,299.3337,299.7426
1724406260.65916,298.4091,299.9195,299.3339,299.7426
1724406262.4770222,298.4084,299.9192,299.3341,299.7421
1724406264.3130684,298.409,299.9193,299.3339,299.7425
1724406266.140317,298.4086,299.9199,299.3334,299.7431
1724406267.9751754,298.4096,299.9195,299.3337,299.7424
1724406269.8032272,298.4091,299.9186,299.3341,299.7424
1724406271.6354265,298.4094,299.9208,299.3341,299.7429
1724406273.46997,298.4109,299.9183,299.333,299.7424
1724406275.2928545,298.4097,299.9193,299.3335,299.7416
1724406277.115116,298.4095,299.9178,299.334,299.7427
1724406278.951552,298.4101,299.9203,299.3338,299.7431
1724406280.772633,298.4074,299.9205,299.3342,299.7427
1724406282.6067307,298.4074,299.9178,299.3342,299.743
1724406284.4445856,298.4081,299.9195,299.3339,299.7425
1724406286.2770584,298.4098,299.9189,299.3336,299.7424
1724406288.1074495,298.4086,299.9189,299.3343,299.7432
1724406289.9432495,298.4082,299.919,299.334,299.7431
1724406291.7765195,298.4086,299.9188,299.3339,299.7426
1724406293.6147912,298.4104,299.9196,299.3339,299.7432
1724406295.4508553,298.41,299.9201,299.3343,299.743
1724406297.2778435,298.4093,299.9198,299.3334,299.7426
1724406299.1076276,298.4085,299.9207,299.3339,299.7427
1724406300.9395857,298.4099,299.9194,299.3339,299.7424
1724406302.7679892,298.4107,299.9206,299.3335,299.7425
1724406304.597585,298.4082,299.919,299.3346,299.7427
1724406306.4207518,298.4087,299.9205,299.3335,299.7426
1724406308.253934,298.4096,299.9181,299.3347,299.7426
1724406310.0840297,298.4096,299.9185,299.3334,299.743
1724406311.9299402,298.4094,299.9202,299.3342,299.7435
1724406313.7640512,298.4092,299.9198,299.3341,299.7428
1724406315.5938795,298.4091,299.9189,299.3341,299.7424
1724406317.4304013,298.4089,299.92,299.3337,299.7424
1724406319.257275,298.4085,299.9189,299.3345,299.7427
1724406321.0889277,298.41,299.9199,299.3339,299.7435
1724406322.9226592,298.4074,299.9185,299.3344,299.7424
1724406324.757387,298.4087,299.9199,299.3346,299.7432
1724406326.5907655,298.41,299.9197,299.3347,299.7414
1724406328.4241872,298.4087,299.9189,299.334,299.7426
1724406330.2440722,298.4095,299.9204,299.3341,299.743
1724406332.0724688,298.4089,299.9189,299.3337,299.7433
1724406333.902084,298.4092,299.9188,299.3339,299.7428
1724406335.7390134,298.4073,299.9194,299.3341,299.7431
1724406337.559584,298.4102,299.9203,299.3341,299.7427
1724406339.3894346,298.4085,299.9195,299.3343,299.7428
1724406341.2290413,298.4089,299.92,299.3338,299.7433
1724406343.0604966,298.4084,299.9192,299.3337,299.7437
1724406344.9005492,298.4105,299.9205,299.3346,299.7429
1724406346.7274363,298.4098,299.9198,299.3343,299.7429
1724406348.5439558,298.4087,299.9195,299.3347,299.7433
1724406350.3747642,298.4094,299.9191,299.3341,299.7427
1724406352.2134702,298.4108,299.921,299.3345,299.7424
1724406354.048932,298.4112,299.9204,299.3344,299.7425
1724406355.8791502,298.4079,299.9201,299.3345,299.7427
1724406357.7159626,298.4091,299.9204,299.3341,299.743
1724406359.5470371,298.4092,299.9213,299.3348,299.7432
1724406361.381238,298.4096,299.9202,299.3338,299.7435
1724406363.2139113,298.4074,299.92,299.3345,299.7427
1724406365.042086,298.4088,299.9202,299.3346,299.7435
1724406366.8769984,298.4094,299.9192,299.3347,299.7427
1724406368.7096744,298.4111,299.9214,299.3343,299.7424
1724406370.5368779,298.4092,299.9187,299.3344,299.7431
1724406372.3723464,298.4092,299.9206,299.3345,299.7435
1724406374.208467,298.4093,299.9203,299.3344,299.7431
1724406376.0414221,298.4095,299.9204,299.3345,299.7432
1724406377.87861,298.4096,299.9185,299.3348,299.7425
1724406379.7105186,298.4106,299.92,299.3341,299.7423
1724406381.540138,298.4094,299.92,299.3341,299.7432
1724406383.3767035,298.4104,299.9199,299.3339,299.7427
1724406385.211419,298.4072,299.9176,299.3345,299.7431
1724406387.0464003,298.4082,299.9191,299.3339,299.7431
1724406388.8629103,298.4098,299.9209,299.3348,299.7431
1724406390.6815443,298.4096,299.9197,299.3345,299.743
1724406392.512417,298.4094,299.9185,299.3342,299.7428
1724406394.3468392,298.4097,299.9208,299.3336,299.743
1724406396.1779416,298.4102,299.9202,299.3347,299.7428
1724406398.0105083,298.4075,299.9209,299.3347,299.7432
1724406399.8422048,298.4104,299.9194,299.3344,299.7434
1724406401.665035,298.4105,299.9189,299.3351,299.7428
1724406403.4852922,298.4094,299.9196,299.3343,299.743
1724406405.3199134,298.4088,299.9208,299.3341,299.7431
1724406407.152788,298.4098,299.9206,299.3349,299.7437
1724406408.9851878,298.4102,299.921,299.3343,299.7434
1724406410.8153694,298.4102,299.9207,299.3343,299.7431
1724406412.648752,298.4108,299.9201,299.3349,299.7436
1724406414.4827769,298.4102,299.9198,299.3342,299.7436
1724406416.3127027,298.4094,299.9186,299.3348,299.7434
1724406418.1460388,298.4092,299.9197,299.3345,299.743
1724406419.9784114,298.4098,299.9191,299.3345,299.743
1724406421.8122954,298.4101,299.921,299.3355,299.7437
1724406423.6455832,298.4081,299.9195,299.3348,299.7432
1724406425.477483,298.4107,299.92,299.3338,299.7421
1724406427.3062217,298.4089,299.9206,299.335,299.7435
1724406429.1344306,298.4108,299.9197,299.3342,299.7431
1724406430.9631672,298.4081,299.9198,299.3347,299.7434
1724406432.7973578,298.4104,299.9214,299.3345,299.7435
1724406434.6312978,298.4096,299.9186,299.3345,299.7435
1724406436.4795768,298.4101,299.9213,299.3345,299.7435
1724406438.3142211,298.4089,299.9202,299.3345,299.7435
1724406440.1463962,298.4094,299.9215,299.3347,299.7433
1724406441.9741268,298.4107,299.9194,299.3339,299.7429
1724406443.796487,298.411,299.9191,299.3344,299.7437
1724406445.6376126,298.4078,299.9199,299.3344,299.7429
1724406447.4665754,298.4096,299.921,299.3353,299.7433
1724406449.3012903,298.4116,299.9208,299.3345,299.7437
1724406451.1289976,298.4112,299.9204,299.3346,299.7436
1724406452.9485419,298.4086,299.9197,299.3347,299.7431
1724406454.7632759,298.4102,299.9215,299.3356,299.7443
1724406456.5855348,298.4097,299.9201,299.3351,299.7435
1724406458.4182537,298.4102,299.9186,299.335,299.7441
1724406460.2348661,298.4097,299.9209,299.3346,299.7438
1724406462.0966077,298.4107,299.9196,299.3345,299.7433
1724406463.9431813,298.4099,299.9202,299.3345,299.7437
1724406465.765467,298.4094,299.9192,299.3343,299.744
1724406467.5938118,298.4109,299.9196,299.3349,299.7437
1724406469.423874,298.4103,299.9196,299.3348,299.7434
1724406471.258197,298.4115,299.9211,299.3352,299.7431
1724406473.0931342,298.4097,299.9208,299.3347,299.7434
1724406474.922884,298.4095,299.9212,299.3352,299.7442
1724406476.758845,298.4099,299.9197,299.3347,299.7438
1724406478.596971,298.4103,299.9212,299.3354,299.7443
1724406480.4288325,298.4089,299.9199,299.3353,299.7438
1724406482.2622697,298.41,299.9205,299.335,299.7438
1724406484.0940204,298.4105,299.9207,299.3349,299.7438
1724406485.928429,298.4093,299.9201,299.3353,299.7436
1724406487.762204,298.4101,299.9199,299.3347,299.7438
1724406489.5920737,298.4117,299.9203,299.3345,299.7437
1724406491.4130795,298.4111,299.9204,299.3355,299.7441
1724406493.2489486,298.4088,299.9195,299.3349,299.7439
1724406495.0801675,298.4109,299.9208,299.3348,299.7437
1724406496.9148793,298.4118,299.9214,299.3345,299.7445
1724406498.7482846,298.4095,299.9195,299.3355,299.7438
1724406500.5759358,298.4105,299.9211,299.3352,299.7439
1724406502.4044013,298.4108,299.9201,299.3349,299.7442
1724406504.2304122,298.4117,299.9219,299.3349,299.744
1724406506.0586796,298.4104,299.9201,299.3358,299.7432
1724406507.8904016,298.4106,299.921,299.3349,299.7441
1724406509.7263408,298.4101,299.9183,299.3346,299.7439
1724406511.5614502,298.4083,299.9193,299.3348,299.7435
1724406513.398313,298.41,299.9201,299.335,299.744
1724406515.2314594,298.4108,299.9213,299.3352,299.7438
1724406517.0664396,298.4105,299.9216,299.3349,299.7435
1724406518.8973806,298.4103,299.9209,299.3353,299.7437
1724406520.7350674,298.4099,299.9216,299.335,299.7436
1724406522.5606446,298.4091,299.9209,299.3355,299.7438
1724406524.3937168,298.4111,299.9206,299.3348,299.7439
1724406526.2176116,298.4094,299.9203,299.3348,299.7438
1724406528.0551505,298.4111,299.9208,299.3351,299.7435
1724406529.8918188,298.41,299.9201,299.3355,299.7434
1724406531.7274761,298.4103,299.9194,299.3356,299.7441
1724406533.5642304,298.4106,299.9197,299.3353,299.7438
1724406535.394826,298.411,299.9204,299.335,299.7433
1724406537.217839,298.4109,299.9205,299.335,299.7442
1724406539.0497298,298.4112,299.9206,299.3356,299.7441
1724406540.8725712,298.4108,299.9208,299.3352,299.7438
1724406542.704129,298.411,299.9212,299.3354,299.7433
1724406544.540598,298.4111,299.9194,299.3351,299.7436
1724406546.3723998,298.4117,299.9214,299.3355,299.7442
1724406548.2028177,298.4114,299.9208,299.3349,299.7435
1724406550.0375621,298.4093,299.9198,299.3345,299.7441
1724406551.87094,298.4116,299.9204,299.3348,299.7442
1724406553.7068248,298.4114,299.9214,299.3355,299.7443
1724406555.5323079,298.4105,299.9215,299.3353,299.7438
1724406557.3621612,298.4112,299.9214,299.3351,299.7438
1724406559.1872463,298.4093,299.9208,299.3351,299.7435
1724406561.0214546,298.41,299.9205,299.3348,299.7446
1724406562.8450613,298.4085,299.9189,299.3354,299.7439
1724406564.6727693,298.4112,299.9213,299.3354,299.7433
1724406566.490169,298.4107,299.9212,299.3351,299.7443
1724406568.3262162,298.4112,299.9198,299.3358,299.7442
1724406570.162257,298.4104,299.9206,299.3352,299.7442
1724406571.9938054,298.4114,299.9218,299.3347,299.7441
1724406573.826731,298.4103,299.9204,299.3353,299.7443
1724406575.6493645,298.41,299.9195,299.3351,299.7439
1724406577.4833813,298.4109,299.9223,299.3354,299.7439
1724406579.3128643,298.4107,299.922,299.3346,299.7435
1724406581.1407487,298.4093,299.9223,299.3353,299.7446
1724406582.9855187,298.4086,299.9198,299.3353,299.7443
1724406584.8108416,298.4108,299.9199,299.3357,299.7447
1724406586.6420221,298.4107,299.9202,299.3353,299.7446
1724406588.4695408,298.4109,299.9205,299.3356,299.7439
1724406590.2966192,298.4095,299.9211,299.3355,299.744
1724406592.133112,298.4121,299.922,299.3356,299.7438
1724406593.9564495,298.4096,299.9223,299.3349,299.7439
1724406595.7918613,298.412,299.9208,299.3354,299.7448
1724406597.6140316,298.4102,299.918,299.3352,299.7442
1724406599.4487586,298.4107,299.9213,299.336,299.7444
1724406601.2787473,298.4114,299.9209,299.3356,299.7443
1724406603.116425,298.411,299.9208,299.3356,299.7443
1724406604.9426775,298.41,299.9212,299.3353,299.7438
1724406606.7595587,298.4121,299.9218,299.3355,299.7442
1724406608.5902646,298.4117,299.922,299.3353,299.7444
1724406610.4167826,298.411,299.9214,299.3348,299.7444
1724406612.2472095,298.4117,299.921,299.3355,299.7443
1724406614.0804214,298.4116,299.9211,299.3356,299.7439
1724406615.9010472,298.4087,299.919,299.3348,299.7447
1724406617.7246597,298.4112,299.9204,299.336,299.7445
1724406619.5482795,298.4111,299.9212,299.336,299.7444
1724406621.3809137,298.4114,299.9198,299.3359,299.7448
1724406623.2188702,298.4114,299.9202,299.3359,299.7446
1724406625.049462,298.4109,299.9206,299.3352,299.7451
1724406626.8751073,298.4113,299.9206,299.3355,299.7442
1724406628.710952,298.4099,299.9198,299.3354,299.7442
1724406630.5424194,298.4104,299.9215,299.3359,299.7446
1724406632.3755386,298.411,299.9226,299.3356,299.7443
1724406634.214799,298.4122,299.9219,299.3355,299.7448
1724406636.0344095,298.4115,299.9217,299.3358,299.7446
1724406637.8623877,298.412,299.922,299.3359,299.7444
1724406639.7008715,298.4122,299.9216,299.3353,299.7445
1724406641.5354722,298.4106,299.9195,299.3356,299.7444
1724406643.367679,298.4102,299.9208,299.3358,299.7446
1724406645.2008326,298.4107,299.9227,299.335,299.7435
1724406647.0314667,298.4109,299.9223,299.3356,299.7446
1724406648.871462,298.4096,299.9202,299.3366,299.7444
1724406650.7019267,298.4115,299.921,299.3356,299.7449
1724406652.537278,298.411,299.9213,299.3362,299.7451
1724406654.3709931,298.4118,299.9214,299.3362,299.745
1724406656.2066894,298.41,299.9215,299.3355,299.7444
1724406658.034859,298.412,299.9224,299.3355,299.7443
1724406659.8674343,298.4123,299.9199,299.335,299.7449
1724406661.7020092,298.4099,299.92,299.3356,299.7449
1724406663.5285535,298.4123,299.9216,299.3356,299.7451
1724406665.3622606,298.4116,299.9212,299.3353,299.7444
1724406667.1950629,298.4092,299.9227,299.3355,299.744
1724406669.0157888,298.4117,299.9209,299.336,299.7445
1724406670.8492053,298.4109,299.9218,299.3364,299.7444
1724406672.6789296,298.4122,299.9223,299.3362,299.745
1724406674.500305,298.4105,299.9219,299.3359,299.7443
1724406676.3327148,298.4109,299.9196,299.3351,299.7449
1724406678.1546443,298.412,299.9211,299.3355,299.7448
1724406679.9803493,298.4115,299.9227,299.3358,299.7451
1724406681.8122597,298.4116,299.9212,299.3359,299.7453
1724406683.6451032,298.41,299.9194,299.3358,299.7447
1724406685.482779,298.4107,299.9216,299.3352,299.745
1724406687.3029702,298.4121,299.9212,299.3365,299.7455
1724406689.132749,298.4127,299.9212,299.3358,299.7447
1724406690.9608073,298.412,299.9201,299.3356,299.7444
1724406692.7935662,298.4105,299.9204,299.3359,299.7446
1724406694.625421,298.4115,299.9209,299.3357,299.7449
1724406696.4747667,298.4121,299.922,299.3352,299.7448
1724406698.304009,298.4111,299.9224,299.3359,299.7452
1724406700.1241841,298.4107,299.9215,299.3359,299.7449
1724406701.9571414,298.4103,299.9214,299.3358,299.7449
1724406703.7884097,298.4117,299.9205,299.3361,299.7448
1724406705.604495,298.4104,299.9207,299.336,299.7452
1724406707.4323623,298.4117,299.9226,299.3359,299.7449
1724406709.2606337,298.4108,299.9208,299.3355,299.7446
1724406711.0983071,298.4098,299.9215,299.3359,299.7445
1724406712.929648,298.4126,299.9221,299.3363,299.7447
1724406714.756197,298.411,299.9208,299.3362,299.7447
1724406716.6024265,298.4122,299.922,299.3354,299.7445
1724406718.420575,298.4106,299.9202,299.3354,299.7449
1724406720.2548704,298.4085,299.9228,299.3362,299.7451
1724406722.0763857,298.4128,299.9217,299.3362,299.7449
1724406723.9040632,298.411,299.9201,299.3352,299.7445
1724406725.727118,298.4091,299.9228,299.3353,299.7448
1724406727.5636299,298.4119,299.9221,299.3348,299.7444
1724406729.3919425,298.4106,299.9206,299.3361,299.7444
1724406731.2209044,298.4123,299.9217,299.3362,299.7446
1724406733.0540013,298.4119,299.9199,299.3356,299.7451
1724406734.88698,298.4117,299.9194,299.3364,299.7455
1724406736.7189088,298.4115,299.923,299.3358,299.7453
1724406738.5524356,298.4108,299.9197,299.3361,299.7454
1724406740.3885686,298.412,299.9201,299.3366,299.745
1724406742.230314,298.4108,299.9214,299.3361,299.745
1724406744.0548542,298.4115,299.9216,299.3357,299.7449
1724406745.8712716,298.4112,299.9223,299.3361,299.7447
1724406747.703571,298.4116,299.922,299.3358,299.745
